3.543859649122806843e+01 1.318367465712210418e+01
3.631578947368420529e+01 1.208506236845400217e+01
3.719298245614034926e+01 1.318367465712210418e+01
3.807017543859649322e+01 1.179738029600222227e+01
3.894736842105263008e+01 1.069876800733410427e+01
3.982456140350876694e+01 9.887837791117783937e+00
4.070175438596491091e+01 9.925578119100622487e+00
4.157894736842105488e+01 1.023923567795567102e+01
4.333333333333332860e+01 9.717938754322386075e+00
4.421052631578947256e+01 9.355033260633009107e+00
4.508771929824561653e+01 8.949568152524852493e+00
4.596491228070175339e+01 8.776955409857851720e+00
4.684210526315789025e+01 8.285834857171201051e+00
4.771929824561403422e+01 8.042011100619443908e+00
4.859649122807017818e+01 7.900470928384123681e+00
5.035087719298245190e+01 7.654245569610688804e+00
5.122807017543859587e+01 7.486581170616699588e+00
5.210526315789473983e+01 7.194713240232249341e+00
5.298245614035087669e+01 6.920276394530480601e+00
5.385964912280701355e+01 6.725336373777314414e+00
5.473684210526315042e+01 6.585165628507597013e+00
5.561403508771930149e+01 6.458641014955269988e+00
5.736842105263157521e+01 6.318826879151243858e+00
5.824561403508771207e+01 6.159025626668475972e+00
5.912280701754386314e+01 6.026718292506475727e+00
6.000000000000000000e+01 5.875801876358398346e+00
6.087719298245613686e+01 5.692029183516971180e+00
6.175438596491227372e+01 5.588790269905593355e+00
6.263157894736842479e+01 5.434352192461756381e+00
6.438596491228069851e+01 5.337867154484299270e+00
6.526315789473683537e+01 5.293092122465568039e+00
6.614035087719298645e+01 5.138406940514316901e+00
6.701754385964912331e+01 5.032918186846552899e+00
6.789473684210526017e+01 4.972191740677039284e+00
6.877192982456139703e+01 4.900433215736695658e+00
6.964912280701754810e+01 4.845129777133525550e+00
7.140350877192982182e+01 4.772286524602843194e+00
7.228070175438595868e+01 4.739052158540702386e+00
7.315789473684209554e+01 4.659704481426842904e+00
7.403508771929824661e+01 4.621508100063151936e+00
7.491228070175438347e+01 4.596768853294566526e+00
7.578947368421052033e+01 4.549054048829918706e+00
7.666666666666667140e+01 4.522034861340838319e+00
7.842105263157894512e+01 4.506575948196243964e+00
7.929824561403508199e+01 4.476522481782700957e+00
8.017543859649121885e+01 4.449436472853526503e+00
8.105263157894736992e+01 4.464847597879555430e+00
8.192982456140350678e+01 4.469435513513530189e+00
8.280701754385964364e+01 4.461583354733023477e+00
8.368421052631579471e+01 4.431251253256510481e+00
8.543859649122806843e+01 4.498935194494066536e+00
8.631578947368420529e+01 4.482827463678133562e+00
8.719298245614034215e+01 4.477680942814203036e+00
8.807017543859649322e+01 4.502663380476487731e+00
8.894736842105263008e+01 4.499950594818236560e+00
8.982456140350876694e+01 4.518406347640519627e+00
9.070175438596491801e+01 4.534751695027972040e+00
9.157894736842105488e+01 4.560501142168634559e+00
9.333333333333332860e+01 4.589335256529213147e+00
9.421052631578946546e+01 4.605762730671161265e+00
9.508771929824560232e+01 4.637116857075962884e+00
9.596491228070175339e+01 4.665881645633915831e+00
9.684210526315789025e+01 4.699211290328785928e+00
9.771929824561402711e+01 4.724534397154500631e+00
9.859649122807017818e+01 4.766965004284188900e+00
1.003508771929824519e+02 4.816606924283505009e+00
1.012280701754385888e+02 4.832299950400806843e+00
1.021052631578947398e+02 4.860551769534385613e+00
1.029824561403508767e+02 4.889625017020076569e+00
1.038596491228070136e+02 4.951500420738163655e+00
1.047368421052631504e+02 5.011792650994284060e+00
1.056140350877192873e+02 5.043359116962134792e+00
1.073684210526315752e+02 5.068751682917511658e+00
1.082456140350877121e+02 5.131696578219805183e+00
1.091228070175438631e+02 5.161433740315583663e+00
1.100000000000000000e+02 5.200916955110991502e+00
1.108771929824561369e+02 5.249877782306692886e+00
1.117543859649122737e+02 5.311981992798458840e+00
1.126315789473684106e+02 5.341395878004768782e+00
1.143859649122806985e+02 5.401701422687719578e+00
1.152631578947368354e+02 5.468997183321176792e+00
1.161403508771929864e+02 5.535888611681187399e+00
1.170175438596491233e+02 5.623073494353547197e+00
1.178947368421052602e+02 5.634591946309818411e+00
1.187719298245613970e+02 5.689800770338544922e+00
1.196491228070175339e+02 5.706070413924515528e+00
1.214035087719298218e+02 5.805915748894231676e+00
1.222807017543859587e+02 5.792876135386427983e+00
1.231578947368420955e+02 5.817229508794505399e+00
1.240350877192982466e+02 5.848040675194918769e+00
1.249122807017543835e+02 5.939447141518754414e+00
1.257894736842105203e+02 5.983249764177147156e+00
1.266666666666666572e+02 5.992998622789897034e+00
1.284210526315789593e+02 6.051976146655192679e+00
1.292982456140350678e+02 6.083647490492844589e+00
1.301754385964912331e+02 6.083647490492844589e+00
1.310526315789473699e+02 6.176074043170283190e+00
1.319298245614035068e+02 6.161698234049912237e+00
1.328070175438596436e+02 6.253179891170510096e+00
1.336842105263157805e+02 6.226177286245120790e+00
1.354385964912280542e+02 6.332489729628361985e+00
1.363157894736842195e+02 6.352800422475924691e+00
1.371929824561403279e+02 6.384618795063308205e+00
1.380701754385964932e+02 6.485406603006691029e+00
1.389473684210526301e+02 6.400349456518176439e+00
1.398245614035087669e+02 6.468291270787390523e+00
1.407017543859649038e+02 6.453850586632661646e+00
1.415789473684210407e+02 6.506591195874968037e+00
1.433333333333333144e+02 6.542492487381513122e+00
1.442105263157894797e+02 6.546416625837647274e+00
1.450877192982456165e+02 6.510376689354482771e+00
1.459649122807017534e+02 6.515446408704668180e+00
1.468421052631578902e+02 6.592000925113478793e+00
1.477192982456140271e+02 6.562269005357936891e+00
1.485964912280701640e+02 6.619819130590008704e+00
1.503508771929824661e+02 6.605813299401057215e+00
1.512280701754385746e+02 6.601649518229278257e+00
1.521052631578947398e+02 6.594748179588584946e+00
1.529824561403508767e+02 6.560938333172297021e+00
1.538596491228070136e+02 6.648433386108413501e+00
1.547368421052631504e+02 6.563601450591780129e+00
1.556140350877192873e+02 6.641202696615267520e+00
1.573684210526315610e+02 6.559609429322210694e+00
1.582456140350877263e+02 6.589261197372326073e+00
1.591228070175438347e+02 6.603035519837154865e+00
1.600000000000000000e+02 6.575674031826017618e+00
1.608771929824561369e+02 6.494075387943170519e+00
1.617543859649122737e+02 6.501566059672263087e+00
1.626315789473684106e+02 6.489112598601041171e+00
1.643859649122807127e+02 6.541187855754848179e+00
1.652631578947368212e+02 6.445522162526146737e+00
1.661403508771929864e+02 6.387968881948590472e+00
1.670175438596490949e+02 6.386850938847248749e+00
1.678947368421052602e+02 6.295102197556740720e+00
1.687719298245613970e+02 6.345269456274793107e+00
1.696491228070175339e+02 6.252202851522651095e+00
1.714035087719298076e+02 6.262016472970976189e+00
1.722807017543859729e+02 6.173362789814874851e+00
1.731578947368420813e+02 6.157247848422468195e+00
1.740350877192982466e+02 6.124916504603439726e+00
1.749122807017543551e+02 6.144014307260028396e+00
1.757894736842105203e+02 6.046396219861718713e+00
1.766666666666666572e+02 6.030623022184656179e+00
1.784210526315789593e+02 6.017408682988466317e+00
1.792982456140350678e+02 5.926671950030031333e+00
1.801754385964912331e+02 5.930912239068916847e+00
1.810526315789473415e+02 5.848692778250289770e+00
1.819298245614035068e+02 5.864472198354254928e+00
1.828070175438596152e+02 5.740596282773589465e+00
1.836842105263157805e+02 5.793493228895706615e+00
1.854385964912280542e+02 5.689244442090538811e+00
1.863157894736842195e+02 5.658034682080568700e+00
1.871929824561403279e+02 5.651586513580381776e+00
1.880701754385964932e+02 5.617881374693589613e+00
1.889473684210526017e+02 5.523089195418847908e+00
1.898245614035087669e+02 5.506274226607296818e+00
1.907017543859649038e+02 5.461439912412529019e+00
1.915789473684210407e+02 5.439971398948350689e+00
1.933333333333333144e+02 5.416410660364796570e+00
1.942105263157894797e+02 5.352454442517811550e+00
1.950877192982455881e+02 5.304004742517815174e+00
1.959649122807017534e+02 5.277127424754068485e+00
