3.250000000000000000e+01 5.439999999999999858e+01 8.485281374238509700e-02
3.350000000000000000e+01 3.500000000000000000e+01 1.479019945774900924e-01
3.450000000000000000e+01 1.026666666666666146e+02 1.080123449734627372e-01
3.550000000000000000e+01 6.466666666666668561e+01 2.943396039766606465e-01
3.650000000000000000e+01 5.492307692307692690e+01 2.989874430879326805e-01
3.750000000000000000e+01 5.305882352941179647e+01 8.954904322140344597e-02
3.850000000000000000e+01 5.264285714285707485e+01 1.502867157761318129e-01
3.950000000000000000e+01 5.523636363636364877e+01 7.533396718327110830e-02
4.050000000000000000e+01 4.669090909090908781e+01 4.199785730683948393e-02
4.150000000000000000e+01 4.106521739130440096e+01 8.382084087408836481e-02
4.250000000000000000e+01 3.957037037037039795e+01 6.394334769682961939e-02
4.350000000000000000e+01 3.910022271714927911e+01 6.025188405597069891e-02
4.450000000000000000e+01 3.471451876019577298e+01 2.364009257127040742e-02
4.550000000000000000e+01 3.498360655737707248e+01 2.796291174582114791e-02
4.650000000000000000e+01 3.517366255144028031e+01 2.214771842320767750e-02
4.750000000000000000e+01 3.267162329615854333e+01 3.308242702761701737e-02
4.850000000000000000e+01 3.103481163567002454e+01 3.289170629959074776e-02
4.950000000000000000e+01 2.922616822429907302e+01 2.510288028603279223e-02
5.050000000000000000e+01 2.818160651920834425e+01 5.175862254394809729e-03
5.150000000000000000e+01 2.812465627864343887e+01 1.015183223206713933e-02
5.250000000000000000e+01 2.757105557627750159e+01 1.650358132159212773e-02
5.350000000000000000e+01 2.588468578401463205e+01 1.347243001869762556e-02
5.450000000000000000e+01 2.519615631005768819e+01 1.218133741805489494e-02
5.550000000000000000e+01 2.356389828658728547e+01 1.932300402031947653e-02
5.650000000000000000e+01 2.203191289656473373e+01 1.335885688807389275e-02
5.750000000000000000e+01 2.044540922977972741e+01 4.386525200067156044e-03
5.850000000000000000e+01 1.931978075348646584e+01 9.401355325490703962e-03
5.950000000000000000e+01 1.862979242979244177e+01 1.132650086248148877e-02
6.050000000000000000e+01 1.744504850229188264e+01 7.858575791514282524e-03
6.150000000000000000e+01 1.655420662289196443e+01 9.532342731754342088e-03
6.250000000000000000e+01 1.558675428864046175e+01 7.842226091467398644e-03
6.350000000000000000e+01 1.523975346687200272e+01 7.441209851630554116e-03
6.450000000000000000e+01 1.386559920648971733e+01 8.679034658942548497e-03
6.550000000000000000e+01 1.289742431089030106e+01 9.558242415968485131e-03
6.650000000000000000e+01 1.245928030303019796e+01 9.946898719345877160e-03
6.750000000000000000e+01 1.104324505531360323e+01 6.000584628236182473e-03
6.850000000000000000e+01 1.048676524759247286e+01 1.823796821379145830e-03
6.950000000000000000e+01 9.838073315016856668e+00 3.761487548422375211e-03
7.050000000000000000e+01 8.872409723861208519e+00 4.321999071814437189e-03
7.150000000000000000e+01 8.669173613628004205e+00 7.876747238730968936e-03
7.250000000000000000e+01 7.695068827321961180e+00 5.764781881837668931e-03
7.350000000000000000e+01 6.585887686148282683e+00 3.014938670406679382e-03
7.450000000000000000e+01 6.090529562981942036e+00 2.091444920951003421e-03
7.550000000000000000e+01 5.478015941189312343e+00 1.873957166479825031e-03
7.650000000000000000e+01 5.183445800990625685e+00 5.732338437940015866e-03
7.750000000000000000e+01 4.647179310476872161e+00 2.871205413372730081e-03
7.850000000000000000e+01 4.045330296127588099e+00 2.976860528146327897e-03
7.950000000000000000e+01 3.403470108137298666e+00 1.397100393337070458e-03
8.050000000000000000e+01 2.760246470403216801e+00 1.856163817974740976e-03
8.150000000000000000e+01 2.188456614905248898e+00 1.390771810464736620e-03
8.250000000000000000e+01 1.296915644741773121e+00 8.905834391368160161e-04
8.350000000000000000e+01 1.061115440276068744e+00 5.727554667606596242e-04
8.450000000000000000e+01 7.112810707455992087e-01 3.841013545916136408e-03
8.550000000000000000e+01 -3.153189448441366394e-01 4.549071851821897758e-03
8.650000000000000000e+01 -8.032507739939090952e-01 2.413421417567063621e-03
8.750000000000000000e+01 -9.536840449792974850e-01 1.164699381340976751e-03
8.850000000000000000e+01 -1.801634263172672723e+00 2.182769339680733396e-03
8.950000000000000000e+01 -2.502035612945689991e+00 3.285185510933430800e-04
9.050000000000000000e+01 -2.506371378457913135e+00 2.899210697387418802e-03
9.150000000000000000e+01 -3.009706213710160227e+00 4.528270775541878151e-03
9.250000000000000000e+01 -4.143814638909873338e+00 2.462809601556857544e-03
9.350000000000000000e+01 -4.142520423808321084e+00 3.984632102836093044e-03
9.450000000000000000e+01 -3.712780595196079503e+00 6.088582664601444559e-03
9.550000000000000000e+01 -4.220103491830627718e+00 2.748608965366370650e-03
9.650000000000000000e+01 -4.664701697326961494e+00 6.531233507897380407e-03
9.750000000000000000e+01 -4.883138286215285007e+00 2.305236100396660173e-03
9.850000000000000000e+01 -5.442819995272201616e+00 5.146603902359427225e-03
9.950000000000000000e+01 -6.186377890837547078e+00 3.488131478423913117e-03
1.005000000000000000e+02 -6.241408960180194754e+00 2.557803163767624014e-04
1.015000000000000000e+02 -6.891532282788602082e+00 2.182970848547801691e-03
1.025000000000000000e+02 -7.760208293643131583e+00 4.379094155443296298e-03
1.035000000000000000e+02 -7.775989268946942978e+00 6.274598412434135609e-03
1.045000000000000000e+02 -8.011869855512827598e+00 9.267914989969320422e-03
1.055000000000000000e+02 -8.241946185035033068e+00 7.533293485724294053e-03
1.065000000000000000e+02 -8.533476329094469293e+00 4.083079205221596536e-03
1.075000000000000000e+02 -8.647332158307904137e+00 4.333452669515827117e-03
1.085000000000000000e+02 -8.342607746863166085e+00 5.125840150370093544e-03
1.095000000000000000e+02 -8.693303025004468054e+00 7.900237895279433112e-03
1.105000000000000000e+02 -8.280068174489827015e+00 1.334648364348876154e-02
1.115000000000000000e+02 -8.265550584500033438e+00 8.917798145921871159e-03
1.125000000000000000e+02 -8.220619176435205233e+00 1.488046126735054339e-03
1.135000000000000000e+02 -6.733132879675110871e+00 2.202313208328110419e-03
1.145000000000000000e+02 -7.113154250899980546e+00 1.694522701077488336e-03
1.155000000000000000e+02 -8.291630616600400572e+00 6.424248540578515569e-03
1.165000000000000000e+02 -8.289687556438593674e+00 5.597971370715173166e-03
1.175000000000000000e+02 -8.583865865232553460e+00 4.250401799018511950e-03
1.185000000000000000e+02 -9.805539031000080286e+00 5.941061004810661503e-03
1.195000000000000000e+02 -9.475129111171552765e+00 7.613332843107988371e-03
1.205000000000000000e+02 -8.053141120768771088e+00 2.831421323069754307e-03
1.215000000000000000e+02 -7.741945085199801291e+00 1.060148828233499485e-02
1.225000000000000000e+02 -7.606902871105660324e+00 5.531879715520570708e-03
1.235000000000000000e+02 -7.890462112960960894e+00 1.508249331425295416e-02
1.245000000000000000e+02 -8.909001314060446930e+00 5.073185754930189563e-03
1.255000000000000000e+02 -8.837354085603067233e+00 4.765520713051332041e-03
1.265000000000000000e+02 -7.331039957660721029e+00 8.871460051359743998e-03
1.275000000000000000e+02 -6.342511510336748870e+00 5.476200362399023629e-03
1.285000000000000000e+02 -6.264150943396089133e+00 7.000754027148303228e-03
1.295000000000000000e+02 -6.274562844169508935e+00 9.411241278986556824e-03
1.305000000000000000e+02 -5.454690938187695792e+00 1.112495846867957161e-02
1.315000000000000000e+02 -5.352419354838616528e+00 9.553994937395700673e-03
1.325000000000000000e+02 -4.726781071242839971e+00 1.579394177425720927e-02
1.335000000000000000e+02 -3.814329820078796729e+00 1.228789866871200266e-02
1.345000000000000000e+02 -2.871626789031097360e+00 1.381776351149621718e-02
1.355000000000000000e+02 -1.849553571428486753e+00 1.383938922052587589e-02
1.365000000000000000e+02 -2.051743532058480923e+00 1.468387504490802249e-02
1.375000000000000000e+02 -3.366909806644570735e-01 1.211791796370251077e-02
1.385000000000000000e+02 1.071268171610768150e+00 7.010650500888560878e-03
1.395000000000000000e+02 1.711076592184781198e-01 4.353354832518664501e-03
1.405000000000000000e+02 -1.222248746717014001e-01 1.122247700401629231e-02
1.415000000000000000e+02 1.190909090909144652e+00 1.356095894030880968e-02
1.425000000000000000e+02 1.909255024672120049e+00 1.143928751643992318e-02
1.435000000000000000e+02 1.579277108433984500e+00 7.064423696238745706e-03
1.445000000000000000e+02 1.800500536288723197e+00 1.469225644744286824e-02
1.455000000000000000e+02 3.402364743819362047e+00 7.107007569711025138e-03
1.465000000000000000e+02 5.098581475741979396e+00 3.166940195657416083e-03
1.475000000000000000e+02 4.485332081670890148e+00 1.068560497941361750e-02
1.485000000000000000e+02 5.798758346023078047e+00 4.312843531190183217e-03
1.495000000000000000e+02 7.552328261871934068e+00 6.636512374330032910e-03
1.505000000000000000e+02 8.245921651314802148e+00 2.646526584868861415e-03
1.515000000000000000e+02 8.653812824956389704e+00 8.375109887233627218e-03
1.525000000000000000e+02 8.871380906253307330e+00 3.318319273997587769e-03
1.535000000000000000e+02 9.023827173567836368e+00 9.193817832665313397e-03
1.545000000000000000e+02 9.314614981665840787e+00 6.501484300827656271e-03
1.555000000000000000e+02 9.952177090946975113e+00 8.525223496788048375e-03
1.565000000000000000e+02 1.133171127331684147e+01 4.321304194385823180e-03
1.575000000000000000e+02 1.216147859922170760e+01 1.516765943134387555e-02
1.585000000000000000e+02 1.193963705826172195e+01 3.999709898811986374e-03
1.595000000000000000e+02 1.254842342342328720e+01 4.575568306143218758e-03
1.605000000000000000e+02 1.298073994445917378e+01 8.251788147845315335e-03
1.615000000000000000e+02 1.450475619161875152e+01 3.798926560497194443e-03
1.625000000000000000e+02 1.434255444379073019e+01 1.899937390926398004e-02
1.635000000000000000e+02 1.333902479067455538e+01 1.117002262241770585e-02
1.645000000000000000e+02 1.352906653977299811e+01 4.259409127475883607e-03
1.655000000000000000e+02 1.589870689655163005e+01 1.915729238339996090e-03
1.665000000000000000e+02 1.780519961484333180e+01 7.250943986725130568e-03
1.675000000000000000e+02 1.694265005981287331e+01 1.111953514601198879e-02
1.685000000000000000e+02 1.622818519770169132e+01 5.053719499271992592e-03
1.695000000000000000e+02 1.657676240208854779e+01 4.825993963893499515e-03
1.705000000000000000e+02 1.664051301395716109e+01 6.889824746748489555e-03
1.715000000000000000e+02 1.693690641824434806e+01 7.602723790914616385e-03
1.725000000000000000e+02 1.731169131238448244e+01 5.866711617294097930e-03
1.735000000000000000e+02 1.787686009846777324e+01 1.041744888043248489e-02
1.745000000000000000e+02 1.712970531297048637e+01 1.954986752012993767e-02
1.755000000000000000e+02 1.655958016052693438e+01 8.808034642101635059e-03
1.765000000000000000e+02 1.818219400561031307e+01 1.022726373102526322e-02
